Game_ID,Date,Home Team,Home ID,Away Team,Away ID,Home Team Score,Away Team Score,Home EFG,Home TOV,Home ORB,Home FTFGA,Away EFG,Away TOV,Away ORB,Away FTFGA,Home Team Win,h_dunk_score,a_dunk_score,h_dunk_win
21401112,2015-04-01 00:00:00,DET,1610612765,CHA,1610612766,78,102,,,,,,,,,0,1.0,1.0,-1.0
21401113,2015-04-01 00:00:00,SAS,1610612759,ORL,1610612753,103,91,,,,,,,,,1,2.0,3.0,0.0
21401114,2015-04-01 00:00:00,PHI,1610612755,WAS,1610612764,93,106,,,,,,,,,0,1.0,1.0,-1.0
21401115,2015-04-01 00:00:00,IND,1610612754,BOS,1610612738,87,100,,,,,,,,,0,0.0,2.0,0.0
21401116,2015-04-01 00:00:00,BKN,1610612751,NYK,1610612752,100,98,,,,,,,,,1,2.0,2.0,-1.0
21401117,2015-04-01 00:00:00,SAC,1610612758,HOU,1610612745,111,115,,,,,,,,,0,7.0,2.0,1.0
21401118,2015-04-01 00:00:00,CHI,1610612741,MIL,1610612749,91,95,,,,,,,,,0,0.0,2.0,0.0
21401119,2015-04-01 00:00:00,TOR,1610612761,MIN,1610612750,113,99,,,,,,,,,1,2.0,4.0,0.0
21401120,2015-04-01 00:00:00,DAL,1610612742,OKC,1610612760,135,131,,,,,,,,,1,7.0,2.0,1.0
21401121,2015-04-01 00:00:00,DEN,1610612743,UTA,1610612762,84,98,,,,,,,,,0,2.0,6.0,0.0
21401122,2015-04-01 00:00:00,LAC,1610612746,POR,1610612757,126,122,,,,,,,,,1,1.0,1.0,-1.0
21401123,2015-04-01 00:00:00,NOP,1610612740,LAL,1610612747,113,92,,,,,,,,,1,2.0,2.0,-1.0
21401124,2015-04-02 00:00:00,MIA,1610612748,CLE,1610612739,88,114,,,,,,,,,0,5.0,2.0,1.0
21401125,2015-04-02 00:00:00,HOU,1610612745,DAL,1610612742,108,101,,,,,,,,,1,2.0,0.0,1.0
21401126,2015-04-02 00:00:00,PHX,1610612756,GSW,1610612744,106,107,,,,,,,,,0,4.0,1.0,1.0
21401127,2015-04-03 00:00:00,CHA,1610612766,IND,1610612754,74,93,,,,,,,,,0,2.0,2.0,-1.0
21401128,2015-04-03 00:00:00,NYK,1610612752,WAS,1610612764,87,101,,,,,,,,,0,2.0,3.0,0.0
21401129,2015-04-03 00:00:00,MIL,1610612749,BOS,1610612738,110,101,,,,,,,,,1,2.0,1.0,1.0
21401130,2015-04-03 00:00:00,TOR,1610612761,BKN,1610612751,109,114,,,,,,,,,0,4.0,4.0,-1.0
21401131,2015-04-03 00:00:00,DET,1610612765,CHI,1610612741,82,88,,,,,,,,,0,0.0,2.0,0.0
21401132,2015-04-03 00:00:00,OKC,1610612760,MEM,1610612763,92,100,,,,,,,,,0,2.0,3.0,0.0
21401133,2015-04-03 00:00:00,ORL,1610612753,MIN,1610612750,97,84,,,,,,,,,1,0.0,2.0,0.0
21401134,2015-04-03 00:00:00,DEN,1610612743,SAS,1610612759,93,123,,,,,,,,,0,3.0,1.0,1.0
21401135,2015-04-03 00:00:00,NOP,1610612740,SAC,1610612758,101,95,,,,,,,,,1,2.0,1.0,1.0
21401136,2015-04-03 00:00:00,POR,1610612757,LAL,1610612747,107,77,,,,,,,,,1,1.0,3.0,0.0
21401137,2015-04-04 00:00:00,PHI,1610612755,CHA,1610612766,91,92,,,,,,,,,0,1.0,4.0,0.0
21401138,2015-04-04 00:00:00,BKN,1610612751,ATL,1610612737,99,131,,,,,,,,,0,1.0,2.0,0.0
21401139,2015-04-04 00:00:00,MIA,1610612748,DET,1610612765,98,99,,,,,,,,,0,4.0,4.0,-1.0
21401140,2015-04-04 00:00:00,BOS,1610612738,TOR,1610612761,117,116,,,,,,,,,1,1.0,2.0,0.0
21401141,2015-04-04 00:00:00,WAS,1610612764,MEM,1610612763,92,83,,,,,,,,,1,2.0,3.0,0.0
21401142,2015-04-04 00:00:00,GSW,1610612744,DAL,1610612742,123,110,,,,,,,,,1,4.0,1.0,1.0
21401143,2015-04-04 00:00:00,ORL,1610612753,MIL,1610612749,97,90,,,,,,,,,1,1.0,4.0,0.0
21401144,2015-04-04 00:00:00,LAC,1610612746,DEN,1610612743,107,92,,,,,,,,,1,-1.0,2.0,0.0
21401145,2015-04-04 00:00:00,UTA,1610612762,PHX,1610612756,85,87,,,,,,,,,0,4.0,3.0,1.0
21401146,2015-04-04 00:00:00,NOP,1610612740,POR,1610612757,90,99,,,,,,,,,0,-1.0,2.0,0.0
21401147,2015-04-05 00:00:00,HOU,1610612745,OKC,1610612760,115,112,,,,,,,,,1,3.0,2.0,1.0
21401148,2015-04-05 00:00:00,CHI,1610612741,CLE,1610612739,94,99,,,,,,,,,0,3.0,3.0,-1.0
21401149,2015-04-05 00:00:00,MIA,1610612748,IND,1610612754,89,112,,,,,,,,,0,3.0,2.0,1.0
21401150,2015-04-05 00:00:00,GSW,1610612744,SAS,1610612759,92,107,,,,,,,,,0,3.0,4.0,0.0
21401151,2015-04-05 00:00:00,PHI,1610612755,NYK,1610612752,91,101,,,,,,,,,0,2.0,3.0,0.0
21401152,2015-04-05 00:00:00,UTA,1610612762,SAC,1610612758,101,95,,,,,,,,,1,5.0,3.0,1.0
21401153,2015-04-05 00:00:00,LAC,1610612746,LAL,1610612747,106,78,,,,,,,,,1,3.0,1.0,1.0
21400668,2015-04-06 00:00:00,POR,1610612757,BKN,1610612751,96,106,,,,,,,,,0,3.0,2.0,1.0
21401154,2015-04-07 00:00:00,PHX,1610612756,ATL,1610612737,69,96,,,,,,,,,0,1.0,1.0,-1.0
21401155,2015-04-07 00:00:00,CHA,1610612766,MIA,1610612748,100,105,,,,,,,,,0,3.0,4.0,0.0
21401156,2015-04-07 00:00:00,GSW,1610612744,NOP,1610612740,100,103,,,,,,,,,0,7.0,2.0,1.0
21401157,2015-04-07 00:00:00,SAS,1610612759,OKC,1610612760,113,88,,,,,,,,,1,3.0,4.0,0.0
21401158,2015-04-07 00:00:00,MIN,1610612750,SAC,1610612758,111,116,,,,,,,,,0,2.0,5.0,0.0
21401159,2015-04-07 00:00:00,LAL,1610612747,LAC,1610612746,100,105,,,,,,,,,0,3.0,4.0,0.0
21401160,2015-04-08 00:00:00,TOR,1610612761,CHA,1610612766,92,74,,,,,,,,,1,1.0,3.0,0.0
21401161,2015-04-08 00:00:00,CHI,1610612741,ORL,1610612753,103,105,,,,,,,,,0,4.0,3.0,1.0
21401162,2015-04-08 00:00:00,WAS,1610612764,PHI,1610612755,119,90,,,,,,,,,1,4.0,2.0,1.0
21401164,2015-04-08 00:00:00,BOS,1610612738,DET,1610612765,113,103,,,,,,,,,1,4.0,3.0,1.0
21401163,2015-04-08 00:00:00,ATL,1610612737,BKN,1610612751,114,111,,,,,,,,,1,2.0,0.0,1.0
21401165,2015-04-08 00:00:00,IND,1610612754,NYK,1610612752,102,86,,,,,,,,,1,3.0,0.0,1.0
21401166,2015-04-08 00:00:00,NOP,1610612740,MEM,1610612763,74,110,,,,,,,,,0,3.0,5.0,0.0
21401167,2015-04-08 00:00:00,CLE,1610612739,MIL,1610612749,104,99,,,,,,,,,1,6.0,3.0,1.0
21401168,2015-04-08 00:00:00,HOU,1610612745,SAS,1610612759,98,110,,,,,,,,,0,5.0,2.0,1.0
21401169,2015-04-08 00:00:00,LAL,1610612747,DEN,1610612743,101,119,,,,,,,,,0,1.0,3.0,0.0
21401170,2015-04-08 00:00:00,SAC,1610612758,UTA,1610612762,91,103,,,,,,,,,0,6.0,7.0,0.0
21401171,2015-04-08 00:00:00,PHX,1610612756,DAL,1610612742,104,107,,,,,,,,,0,2.0,1.0,1.0
21401172,2015-04-08 00:00:00,MIN,1610612750,POR,1610612757,91,116,,,,,,,,,0,0.0,1.0,0.0
21401173,2015-04-09 00:00:00,CHI,1610612741,MIA,1610612748,89,78,,,,,,,,,1,3.0,3.0,-1.0
21401174,2015-04-09 00:00:00,POR,1610612757,GSW,1610612744,105,116,,,,,,,,,0,2.0,3.0,0.0
21401175,2015-04-10 00:00:00,TOR,1610612761,ORL,1610612753,101,99,,,,,,,,,1,4.0,1.0,1.0
21401176,2015-04-10 00:00:00,CHA,1610612766,ATL,1610612737,80,104,,,,,,,,,0,1.0,1.0,-1.0
21401177,2015-04-10 00:00:00,WAS,1610612764,BKN,1610612751,80,117,,,,,,,,,0,6.0,1.0,1.0
21401178,2015-04-10 00:00:00,BOS,1610612738,CLE,1610612739,99,90,,,,,,,,,1,1.0,3.0,0.0
21401179,2015-04-10 00:00:00,IND,1610612754,DET,1610612765,107,103,,,,,,,,,1,1.0,1.0,-1.0
21401180,2015-04-10 00:00:00,MIL,1610612749,NYK,1610612752,99,91,,,,,,,,,1,2.0,1.0,1.0
21401181,2015-04-10 00:00:00,SAS,1610612759,HOU,1610612745,104,103,,,,,,,,,1,4.0,4.0,-1.0
21401182,2015-04-10 00:00:00,PHX,1610612756,NOP,1610612740,75,90,,,,,,,,,0,1.0,0.0,1.0
21401183,2015-04-10 00:00:00,SAC,1610612758,OKC,1610612760,103,116,,,,,,,,,0,3.0,2.0,1.0
21401184,2015-04-10 00:00:00,DAL,1610612742,DEN,1610612743,144,143,,,,,,,,,1,1.0,6.0,0.0
21401185,2015-04-10 00:00:00,MEM,1610612763,UTA,1610612762,89,88,,,,,,,,,1,1.0,5.0,0.0
21401186,2015-04-10 00:00:00,MIN,1610612750,LAL,1610612747,98,106,,,,,,,,,0,5.0,4.0,1.0
