Game_ID,Date,Home Team,Home ID,Away Team,Away ID,Home Team Score,Away Team Score,Home EFG,Home TOV,Home ORB,Home FTFGA,Away EFG,Away TOV,Away ORB,Away FTFGA,Home Team Win,h_dunk_score,a_dunk_score,h_dunk_win
21400716,2/1/15 0:00,MIA,1610612748,BOS,1610612738,83,75,,,,,,,,,1,0.0,1.0,0.0
21400717,2/1/15 0:00,LAL,1610612747,NYK,1610612752,80,92,,,,,,,,,0,3.0,1.0,1.0
21400718,2/2/15 0:00,PHI,1610612755,CLE,1610612739,84,97,,,,,,,,,0,2.0,4.0,0.0
21400719,2/2/15 0:00,CHA,1610612766,WAS,1610612764,92,88,,,,,,,,,1,1.0,1.0,-1.0
21400720,2/2/15 0:00,LAC,1610612746,BKN,1610612751,100,102,,,,,,,,,0,5.0,0.0,1.0
21400721,2/2/15 0:00,MIL,1610612749,TOR,1610612761,82,75,,,,,,,,,1,-1.0,0.0,0.0
21400722,2/2/15 0:00,ATL,1610612737,NOP,1610612740,100,115,,,,,,,,,0,1.0,5.0,0.0
21400723,2/2/15 0:00,ORL,1610612753,OKC,1610612760,97,104,,,,,,,,,0,3.0,5.0,0.0
21400724,2/2/15 0:00,MIN,1610612750,DAL,1610612742,94,100,,,,,,,,,0,1.0,2.0,0.0
21400725,2/2/15 0:00,MEM,1610612763,PHX,1610612756,102,101,,,,,,,,,1,-1.0,3.0,0.0
21400726,2/3/15 0:00,DEN,1610612743,PHI,1610612755,98,105,,,,,,,,,0,0.0,1.0,0.0
21400727,2/3/15 0:00,MIA,1610612748,DET,1610612765,91,108,,,,,,,,,0,2.0,4.0,0.0
21400728,2/3/15 0:00,BOS,1610612738,NYK,1610612752,108,97,,,,,,,,,1,1.0,2.0,0.0
21400729,2/3/15 0:00,UTA,1610612762,POR,1610612757,102,103,,,,,,,,,0,3.0,1.0,1.0
21400730,2/3/15 0:00,GSW,1610612744,SAC,1610612758,121,96,,,,,,,,,1,4.0,-1.0,1.0
21400731,2/4/15 0:00,DET,1610612765,IND,1610612754,109,114,,,,,,,,,0,1.0,0.0,1.0
21400732,2/4/15 0:00,WAS,1610612764,ATL,1610612737,96,105,,,,,,,,,0,-1.0,1.0,0.0
21400733,2/4/15 0:00,DEN,1610612743,BOS,1610612738,100,104,,,,,,,,,0,3.0,2.0,1.0
21400734,2/4/15 0:00,BKN,1610612751,TOR,1610612761,109,93,,,,,,,,,1,4.0,0.0,1.0
21400735,2/4/15 0:00,CHI,1610612741,HOU,1610612745,90,101,,,,,,,,,0,2.0,1.0,1.0
21400736,2/4/15 0:00,LAL,1610612747,MIL,1610612749,105,113,,,,,,,,,0,3.0,5.0,0.0
21400737,2/4/15 0:00,MIA,1610612748,MIN,1610612750,101,102,,,,,,,,,0,2.0,2.0,-1.0
21400738,2/4/15 0:00,OKC,1610612760,NOP,1610612740,102,91,,,,,,,,,1,4.0,5.0,0.0
21400739,2/4/15 0:00,ORL,1610612753,SAS,1610612759,103,110,,,,,,,,,0,3.0,5.0,0.0
21400740,2/4/15 0:00,MEM,1610612763,UTA,1610612762,100,90,,,,,,,,,1,1.0,2.0,0.0
21400741,2/4/15 0:00,DAL,1610612742,GSW,1610612744,114,128,,,,,,,,,0,5.0,1.0,1.0
21400742,2/5/15 0:00,WAS,1610612764,CHA,1610612766,87,94,,,,,,,,,0,1.0,1.0,-1.0
21400743,2/5/15 0:00,LAC,1610612746,CLE,1610612739,94,105,,,,,,,,,0,2.0,5.0,0.0
21400744,2/5/15 0:00,DAL,1610612742,SAC,1610612758,101,78,,,,,,,,,1,6.0,3.0,1.0
21400745,2/5/15 0:00,PHX,1610612756,POR,1610612757,87,108,,,,,,,,,0,2.0,2.0,-1.0
21400746,2/6/15 0:00,NYK,1610612752,BKN,1610612751,88,92,,,,,,,,,0,0.0,0.0,-1.0
21400747,2/6/15 0:00,CLE,1610612739,IND,1610612754,99,103,,,,,,,,,0,3.0,1.0,1.0
21400748,2/6/15 0:00,LAL,1610612747,ORL,1610612753,97,103,,,,,,,,,0,0.0,4.0,0.0
21400752,2/6/15 0:00,LAC,1610612746,TOR,1610612761,107,123,,,,,,,,,0,1.0,1.0,-1.0
21400749,2/6/15 0:00,GSW,1610612744,ATL,1610612737,116,124,,,,,,,,,0,0.0,0.0,-1.0
21400750,2/6/15 0:00,PHI,1610612755,BOS,1610612738,96,107,,,,,,,,,0,1.0,4.0,0.0
21400751,2/6/15 0:00,DEN,1610612743,DET,1610612765,88,98,,,,,,,,,0,1.0,3.0,0.0
21400753,2/6/15 0:00,MIL,1610612749,HOU,1610612745,111,117,,,,,,,,,0,2.0,3.0,0.0
21400754,2/6/15 0:00,MEM,1610612763,MIN,1610612750,89,90,,,,,,,,,0,0.0,2.0,0.0
21400755,2/6/15 0:00,NOP,1610612740,OKC,1610612760,116,113,,,,,,,,,1,3.0,2.0,1.0
21400756,2/6/15 0:00,UTA,1610612762,PHX,1610612756,93,100,,,,,,,,,0,6.0,2.0,1.0
21400757,2/6/15 0:00,MIA,1610612748,SAS,1610612759,85,98,,,,,,,,,0,0.0,3.0,0.0
21400758,2/7/15 0:00,CHI,1610612741,NOP,1610612740,107,72,,,,,,,,,1,2.0,2.0,-1.0
21400759,2/7/15 0:00,BKN,1610612751,WAS,1610612764,77,114,,,,,,,,,0,0.0,5.0,0.0
21400760,2/7/15 0:00,GSW,1610612744,NYK,1610612752,106,92,,,,,,,,,1,2.0,2.0,-1.0
21400761,2/7/15 0:00,CHA,1610612766,PHI,1610612755,81,89,,,,,,,,,0,2.0,1.0,1.0
21400762,2/7/15 0:00,POR,1610612757,DAL,1610612742,101,111,,,,,,,,,0,2.0,4.0,0.0
21400763,2/7/15 0:00,BOS,1610612738,MIL,1610612749,93,96,,,,,,,,,0,0.0,5.0,0.0
21400764,2/7/15 0:00,SAC,1610612758,UTA,1610612762,90,102,,,,,,,,,0,4.0,1.0,1.0
21400765,2/8/15 0:00,LAC,1610612746,OKC,1610612760,108,131,,,,,,,,,0,3.0,7.0,0.0
21400766,2/8/15 0:00,LAL,1610612747,CLE,1610612739,105,120,,,,,,,,,0,1.0,5.0,0.0
21400767,2/8/15 0:00,ATL,1610612737,MEM,1610612763,88,94,,,,,,,,,0,0.0,3.0,0.0
21400768,2/8/15 0:00,IND,1610612754,CHA,1610612766,103,102,,,,,,,,,1,1.0,3.0,0.0
21400769,2/8/15 0:00,MIN,1610612750,DET,1610612765,112,101,,,,,,,,,1,2.0,1.0,1.0
21400770,2/8/15 0:00,CHI,1610612741,ORL,1610612753,98,97,,,,,,,,,1,4.0,3.0,1.0
21400771,2/8/15 0:00,POR,1610612757,HOU,1610612745,109,98,,,,,,,,,1,2.0,3.0,0.0
21400772,2/8/15 0:00,SAS,1610612759,TOR,1610612761,82,87,,,,,,,,,0,0.0,1.0,0.0
21400773,2/8/15 0:00,PHX,1610612756,SAC,1610612758,83,85,,,,,,,,,0,3.0,3.0,-1.0
21400774,2/9/15 0:00,SAS,1610612759,IND,1610612754,95,93,,,,,,,,,1,1.0,1.0,-1.0
21400775,2/9/15 0:00,GSW,1610612744,PHI,1610612755,89,84,,,,,,,,,1,-1.0,5.0,0.0
21400776,2/9/15 0:00,ORL,1610612753,WAS,1610612764,80,96,,,,,,,,,0,1.0,2.0,0.0
21400777,2/9/15 0:00,NYK,1610612752,MIA,1610612748,95,109,,,,,,,,,0,3.0,2.0,1.0
21400778,2/9/15 0:00,BKN,1610612751,MIL,1610612749,97,103,,,,,,,,,0,1.0,1.0,-1.0
21400779,2/9/15 0:00,ATL,1610612737,MIN,1610612750,117,105,,,,,,,,,1,2.0,0.0,1.0
21400780,2/9/15 0:00,UTA,1610612762,NOP,1610612740,100,96,,,,,,,,,1,1.0,0.0,1.0
21400781,2/9/15 0:00,LAC,1610612746,DAL,1610612742,115,98,,,,,,,,,1,0.0,1.0,0.0
21400782,2/9/15 0:00,OKC,1610612760,DEN,1610612743,124,114,,,,,,,,,1,3.0,2.0,1.0
21400783,2/10/15 0:00,DET,1610612765,CHA,1610612766,106,78,,,,,,,,,1,2.0,2.0,-1.0
21400784,2/10/15 0:00,HOU,1610612745,PHX,1610612756,127,118,,,,,,,,,1,1.0,2.0,0.0
21400785,2/10/15 0:00,SAC,1610612758,CHI,1610612741,86,104,,,,,,,,,0,5.0,4.0,1.0
21400786,2/10/15 0:00,BKN,1610612751,MEM,1610612763,86,95,,,,,,,,,0,3.0,1.0,1.0
21400787,2/10/15 0:00,DEN,1610612743,LAL,1610612747,106,96,,,,,,,,,1,-1.0,2.0,0.0
